timestamp,kWh
2019-01-01 00:00:00,11865.25
2019-01-01 01:00:00,11898.05
2019-01-01 02:00:00,11741.780000000002
2019-01-01 03:00:00,11662.78
2019-01-01 04:00:00,11986.15
2019-01-01 05:00:00,12943.41
2019-01-01 06:00:00,14931.95
2019-01-01 07:00:00,16181.15
2019-01-01 08:00:00,16702.43
2019-01-01 09:00:00,16508.73
2019-01-01 10:00:00,15738.69
2019-01-01 11:00:00,15589.199999999999
2019-01-01 12:00:00,15564.48
2019-01-01 13:00:00,15640.060000000001
2019-01-01 14:00:00,15615.41
2019-01-01 15:00:00,15969.59
2019-01-01 16:00:00,16011.380000000001
2019-01-01 17:00:00,15159.2
2019-01-01 18:00:00,14359.539999999999
2019-01-01 19:00:00,14030.940000000002
2019-01-01 20:00:00,13461.45
2019-01-01 21:00:00,12702.54
2019-01-01 22:00:00,12045.45
2019-01-01 23:00:00,11520.7
2019-01-02 00:00:00,11341.54
2019-01-02 01:00:00,11550.66
2019-01-02 02:00:00,11501.460000000001
2019-01-02 03:00:00,11684.32
2019-01-02 04:00:00,12208.92
2019-01-02 05:00:00,13638.34
2019-01-02 06:00:00,17058.29
2019-01-02 07:00:00,20971.85
2019-01-02 08:00:00,22981.34
2019-01-02 09:00:00,23750.9
2019-01-02 10:00:00,23550.19
2019-01-02 11:00:00,23392.2
2019-01-02 12:00:00,23359.93
2019-01-02 13:00:00,23418.75
2019-01-02 14:00:00,22844.010000000002
2019-01-02 15:00:00,21691.16
2019-01-02 16:00:00,20296.52
2019-01-02 17:00:00,18933.05
2019-01-02 18:00:00,17637.73
2019-01-02 19:00:00,16814.42
2019-01-02 20:00:00,15829.570000000002
2019-01-02 21:00:00,14635.48
2019-01-02 22:00:00,13385.77
2019-01-02 23:00:00,12507.689999999999
2019-01-03 00:00:00,12338.4
2019-01-03 01:00:00,12354.95
2019-01-03 02:00:00,12396.580000000002
2019-01-03 03:00:00,12414.72
2019-01-03 04:00:00,12817.76
2019-01-03 05:00:00,14270.31
2019-01-03 06:00:00,17538.73
2019-01-03 07:00:00,21350.579999999998
2019-01-03 08:00:00,23649.730000000003
2019-01-03 09:00:00,24181.38
2019-01-03 10:00:00,23768.58
2019-01-03 11:00:00,23759.440000000002
2019-01-03 12:00:00,23606.32
2019-01-03 13:00:00,23544.199999999997
2019-01-03 14:00:00,22892.75
2019-01-03 15:00:00,21621.11
2019-01-03 16:00:00,20209.09
2019-01-03 17:00:00,18907.79
2019-01-03 18:00:00,17665.45
2019-01-03 19:00:00,16900.12
2019-01-03 20:00:00,15960.82
2019-01-03 21:00:00,14860.779999999999
2019-01-03 22:00:00,13408.57
2019-01-03 23:00:00,12886.96
2019-01-04 00:00:00,12492.99
2019-01-04 01:00:00,12406.36
2019-01-04 02:00:00,12361.29
2019-01-04 03:00:00,12372.41
2019-01-04 04:00:00,12819.14
2019-01-04 05:00:00,14306.68
2019-01-04 06:00:00,17511.53
2019-01-04 07:00:00,21635.32
2019-01-04 08:00:00,23883.61
2019-01-04 09:00:00,24296.64
2019-01-04 10:00:00,24028.74
2019-01-04 11:00:00,23891.29
2019-01-04 12:00:00,23876.65
2019-01-04 13:00:00,23646.17
2019-01-04 14:00:00,22474.239999999998
2019-01-04 15:00:00,21203.699999999997
2019-01-04 16:00:00,19865.2
2019-01-04 17:00:00,18637.519999999997
2019-01-04 18:00:00,17202.73
2019-01-04 19:00:00,16427.1
2019-01-04 20:00:00,15684.38
2019-01-04 21:00:00,14447.45
2019-01-04 22:00:00,13161.17
2019-01-04 23:00:00,12500.99
2019-01-05 00:00:00,12304.529999999999
2019-01-05 01:00:00,12172.87
2019-01-05 02:00:00,12226.599999999999
2019-01-05 03:00:00,12241.59
2019-01-05 04:00:00,12380.98
2019-01-05 05:00:00,12701.619999999999
2019-01-05 06:00:00,13881.630000000001
2019-01-05 07:00:00,14660.37
2019-01-05 08:00:00,15488.71
2019-01-05 09:00:00,15403.619999999999
2019-01-05 10:00:00,15590.58
2019-01-05 11:00:00,15792.259999999998
2019-01-05 12:00:00,15606.15
2019-01-05 13:00:00,15694.27
2019-01-05 14:00:00,15585.560000000001
2019-01-05 15:00:00,15595.04
2019-01-05 16:00:00,15746.13
2019-01-05 17:00:00,15577.27
2019-01-05 18:00:00,15195.85
2019-01-05 19:00:00,14818.88
2019-01-05 20:00:00,14431.399999999998
2019-01-05 21:00:00,13893.77
2019-01-05 22:00:00,12933.57
2019-01-05 23:00:00,12608.48
2019-01-06 00:00:00,12414.41
2019-01-06 01:00:00,12336.14
2019-01-06 02:00:00,12288.720000000001
2019-01-06 03:00:00,12279.34
2019-01-06 04:00:00,12362.93
2019-01-06 05:00:00,12687.09
2019-01-06 06:00:00,13319.66
2019-01-06 07:00:00,14416.93
2019-01-06 08:00:00,14833.86
2019-01-06 09:00:00,14625.38
2019-01-06 10:00:00,14606.619999999999
2019-01-06 11:00:00,14712.74
2019-01-06 12:00:00,14720.099999999999
2019-01-06 13:00:00,14914.589999999998
2019-01-06 14:00:00,14855.039999999999
2019-01-06 15:00:00,15008.21
2019-01-06 16:00:00,15332.16
2019-01-06 17:00:00,15102.069999999998
2019-01-06 18:00:00,14712.89
2019-01-06 19:00:00,14478.49
2019-01-06 20:00:00,14029.52
2019-01-06 21:00:00,13527.069999999998
2019-01-06 22:00:00,12567.130000000001
2019-01-06 23:00:00,12255.11
