timestamp,kWh
2019-02-27 00:00:00,1.01
2019-02-27 01:00:00,0.99
2019-02-27 02:00:00,1.0
2019-02-27 03:00:00,0.96000004
2019-02-27 04:00:00,0.99
2019-02-27 05:00:00,0.97
2019-02-27 06:00:00,0.99
2019-02-27 07:00:00,0.78000003
2019-02-27 08:00:00,2.4199998
2019-02-27 09:00:00,3.08
2019-02-27 10:00:00,2.1499999
2019-02-27 11:00:00,4.06
2019-02-27 12:00:00,5.59
2019-02-27 13:00:00,3.7099998
2019-02-27 14:00:00,3.1900003
2019-02-27 15:00:00,2.36
2019-02-27 16:00:00,1.14
2019-02-27 17:00:00,0.69
2019-02-27 18:00:00,1.02
2019-02-27 19:00:00,0.92
2019-02-27 20:00:00,1.0400001
2019-02-27 21:00:00,0.93000007
2019-02-27 22:00:00,1.05
2019-02-27 23:00:00,0.94
2019-02-28 00:00:00,1.0600001
2019-02-28 01:00:00,0.93000007
2019-02-28 02:00:00,1.03
2019-02-28 03:00:00,0.94
2019-02-28 04:00:00,1.02
2019-02-28 05:00:00,0.93000007
2019-02-28 06:00:00,1.03
2019-02-28 07:00:00,0.66999996
2019-02-28 08:00:00,3.23
2019-02-28 09:00:00,3.41
2019-02-28 10:00:00,2.43
2019-02-28 11:00:00,4.21
2019-02-28 12:00:00,5.65
2019-02-28 13:00:00,3.48
2019-02-28 14:00:00,3.0
2019-02-28 15:00:00,1.6899999
2019-02-28 16:00:00,0.64
2019-02-28 17:00:00,0.64
2019-02-28 18:00:00,0.93000007
2019-02-28 19:00:00,1.0
2019-02-28 20:00:00,0.94
2019-02-28 21:00:00,1.01
2019-02-28 22:00:00,0.95
2019-02-28 23:00:00,1.02
2019-03-01 00:00:00,0.96000004
2019-03-01 01:00:00,1.03
2019-03-01 02:00:00,0.97
2019-03-01 03:00:00,1.02
2019-03-01 04:00:00,0.97
2019-03-01 05:00:00,1.01
2019-03-01 06:00:00,1.14
2019-03-01 07:00:00,2.4099998
2019-03-01 08:00:00,3.43
2019-03-01 09:00:00,3.35
2019-03-01 10:00:00,2.03
2019-03-01 11:00:00,3.84
2019-03-01 12:00:00,3.27
2019-03-01 13:00:00,3.86
2019-03-01 14:00:00,1.8599999
2019-03-01 15:00:00,1.56
2019-03-01 16:00:00,0.7
2019-03-01 17:00:00,0.63
2019-03-01 18:00:00,0.94
2019-03-01 19:00:00,1.09
2019-03-01 20:00:00,1.0
2019-03-01 21:00:00,1.1
2019-03-01 22:00:00,1.01
2019-03-01 23:00:00,1.11
2019-03-02 00:00:00,1.02
2019-03-02 01:00:00,1.11
2019-03-02 02:00:00,1.0400001
2019-03-02 03:00:00,1.11
2019-03-02 04:00:00,1.03
2019-03-02 05:00:00,1.11
2019-03-02 06:00:00,1.02
2019-03-02 07:00:00,0.66
2019-03-02 08:00:00,0.56
2019-03-02 09:00:00,0.64
2019-03-02 10:00:00,0.55
2019-03-02 11:00:00,0.63
2019-03-02 12:00:00,0.56
2019-03-02 13:00:00,0.64
2019-03-02 14:00:00,0.56
2019-03-02 15:00:00,0.66
2019-03-02 16:00:00,0.84999996
2019-03-02 17:00:00,0.93000007
2019-03-02 18:00:00,1.45
2019-03-02 19:00:00,1.09
2019-03-02 20:00:00,1.01
2019-03-02 21:00:00,1.11
2019-03-02 22:00:00,1.01
2019-03-02 23:00:00,1.11
2019-03-03 00:00:00,1.02
2019-03-03 01:00:00,1.12
2019-03-03 02:00:00,1.02
2019-03-03 03:00:00,1.1
2019-03-03 04:00:00,1.03
2019-03-03 05:00:00,1.11
2019-03-03 06:00:00,1.01
2019-03-03 07:00:00,0.64
2019-03-03 08:00:00,0.56
2019-03-03 09:00:00,0.64
2019-03-03 10:00:00,0.56
2019-03-03 11:00:00,0.63
2019-03-03 12:00:00,0.56
2019-03-03 13:00:00,0.63
2019-03-03 14:00:00,0.56
2019-03-03 15:00:00,0.63
2019-03-03 16:00:00,0.55
2019-03-03 17:00:00,0.63
2019-03-03 18:00:00,0.97
2019-03-03 19:00:00,1.0799999
2019-03-03 20:00:00,1.03
2019-03-03 21:00:00,1.0799999
2019-03-03 22:00:00,1.02
2019-03-03 23:00:00,1.1
2019-03-04 00:00:00,1.03
2019-03-04 01:00:00,1.1
2019-03-04 02:00:00,1.0400001
2019-03-04 03:00:00,1.1
