timestamp,kWh
2019-02-27 00:00:00,0.4959505
2019-02-27 01:00:00,0.70355105
2019-02-27 02:00:00,0.9511653
2019-02-27 03:00:00,0.36227393
2019-02-27 04:00:00,1.6588932
2019-02-27 05:00:00,2.3117952
2019-02-27 06:00:00,1.2463167
2019-02-27 07:00:00,1.2510813
2019-02-27 08:00:00,2.093693
2019-02-27 09:00:00,3.2433197
2019-02-27 10:00:00,2.7418523
2019-02-27 11:00:00,3.1567805
2019-02-27 12:00:00,4.811654
2019-02-27 13:00:00,3.709375
2019-02-27 14:00:00,2.6930833
2019-02-27 15:00:00,2.3382604
2019-02-27 16:00:00,1.7718396
2019-02-27 17:00:00,0.83316165
2019-02-27 18:00:00,0.37355962
2019-02-27 19:00:00,1.5377035
2019-02-27 20:00:00,1.2482709
2019-02-27 21:00:00,1.6099397
2019-02-27 22:00:00,0.42931995
2019-02-27 23:00:00,0.75326604
2019-02-28 00:00:00,0.54957193
2019-02-28 01:00:00,0.92025536
2019-02-28 02:00:00,0.2198869
2019-02-28 03:00:00,1.5494845
2019-02-28 04:00:00,1.4102545
2019-02-28 05:00:00,1.3925437
2019-02-28 06:00:00,2.1170416
2019-02-28 07:00:00,1.2904546
2019-02-28 08:00:00,1.5254544
2019-02-28 09:00:00,3.3907285
2019-02-28 10:00:00,3.8516681
2019-02-28 11:00:00,4.823108
2019-02-28 12:00:00,4.362459
2019-02-28 13:00:00,4.033864
2019-02-28 14:00:00,3.274138
2019-02-28 15:00:00,1.4656266
2019-02-28 16:00:00,1.1512794
2019-02-28 17:00:00,0.7008904
2019-02-28 18:00:00,0.8925977
2019-02-28 19:00:00,0.668776
2019-02-28 20:00:00,1.1588477
2019-02-28 21:00:00,1.4286282
2019-02-28 22:00:00,0.7428838
2019-02-28 23:00:00,1.1495758
2019-03-01 00:00:00,0.609797
2019-03-01 01:00:00,0.9822932
2019-03-01 02:00:00,1.4346056
2019-03-01 03:00:00,0.956094
2019-03-01 04:00:00,1.0705105
2019-03-01 05:00:00,0.2519831
2019-03-01 06:00:00,1.3144042
2019-03-01 07:00:00,0.46893698
2019-03-01 08:00:00,3.3814158
2019-03-01 09:00:00,3.224871
2019-03-01 10:00:00,2.7401323
2019-03-01 11:00:00,4.9818416
2019-03-01 12:00:00,3.82655
2019-03-01 13:00:00,3.0008159
2019-03-01 14:00:00,3.6637425
2019-03-01 15:00:00,1.7163076
2019-03-01 16:00:00,1.1852407
2019-03-01 17:00:00,0.8557705
2019-03-01 18:00:00,0.40929806
2019-03-01 19:00:00,1.3626473
2019-03-01 20:00:00,0.84737
2019-03-01 21:00:00,0.9666235
2019-03-01 22:00:00,0.89796734
2019-03-01 23:00:00,0.6010228
2019-03-02 00:00:00,1.9947273
2019-03-02 01:00:00,1.3942196
2019-03-02 02:00:00,0.5687881
2019-03-02 03:00:00,1.1206341
2019-03-02 04:00:00,0.90674096
2019-03-02 05:00:00,1.136768
2019-03-02 06:00:00,0.7483671
2019-03-02 07:00:00,1.4510067
2019-03-02 08:00:00,0.78066033
2019-03-02 09:00:00,1.231084
2019-03-02 10:00:00,0.80744576
2019-03-02 11:00:00,-0.31133226
2019-03-02 12:00:00,1.3694199
2019-03-02 13:00:00,1.1156003
2019-03-02 14:00:00,0.91302514
2019-03-02 15:00:00,1.2535454
2019-03-02 16:00:00,0.5381571
2019-03-02 17:00:00,0.9976938
2019-03-02 18:00:00,1.3187511
2019-03-02 19:00:00,0.56452
2019-03-02 20:00:00,1.298174
2019-03-02 21:00:00,0.53053427
2019-03-02 22:00:00,1.2311391
2019-03-02 23:00:00,1.2017946
2019-03-03 00:00:00,0.8573488
2019-03-03 01:00:00,0.8979036
2019-03-03 02:00:00,0.65247667
2019-03-03 03:00:00,0.5582265
2019-03-03 04:00:00,0.9749354
2019-03-03 05:00:00,0.3674334
2019-03-03 06:00:00,2.0206003
2019-03-03 07:00:00,0.27926734
2019-03-03 08:00:00,1.7491049
2019-03-03 09:00:00,0.45256948
2019-03-03 10:00:00,0.7482293
2019-03-03 11:00:00,0.6830841
2019-03-03 12:00:00,1.2439058
2019-03-03 13:00:00,1.0157462
2019-03-03 14:00:00,-0.19042864
2019-03-03 15:00:00,0.28117415
2019-03-03 16:00:00,0.4160085
