timestamp,kWh
2019-02-27 00:00:00,0.83923906
2019-02-27 01:00:00,0.7638448
2019-02-27 02:00:00,0.8491859
2019-02-27 03:00:00,0.9574785
2019-02-27 04:00:00,1.0290686
2019-02-27 05:00:00,1.0569563
2019-02-27 06:00:00,1.3710059
2019-02-27 07:00:00,1.4590702
2019-02-27 08:00:00,1.7997948
2019-02-27 09:00:00,2.397503
2019-02-27 10:00:00,2.655666
2019-02-27 11:00:00,2.726484
2019-02-27 12:00:00,3.0337176
2019-02-27 13:00:00,3.2015376
2019-02-27 14:00:00,2.895923
2019-02-27 15:00:00,2.4897606
2019-02-27 16:00:00,1.8854519
2019-02-27 17:00:00,1.5156515
2019-02-27 18:00:00,1.1401525
2019-02-27 19:00:00,0.843532
2019-02-27 20:00:00,0.8656615
2019-02-27 21:00:00,0.81416035
2019-02-27 22:00:00,0.89647514
2019-02-27 23:00:00,0.9108934
2019-02-28 00:00:00,0.8617868
2019-02-28 01:00:00,0.9744034
2019-02-28 02:00:00,0.8797823
2019-02-28 03:00:00,0.8761518
2019-02-28 04:00:00,0.91500014
2019-02-28 05:00:00,1.1548414
2019-02-28 06:00:00,1.1432129
2019-02-28 07:00:00,1.4165804
2019-02-28 08:00:00,2.3896847
2019-02-28 09:00:00,3.139044
2019-02-28 10:00:00,3.7268102
2019-02-28 11:00:00,3.9977384
2019-02-28 12:00:00,3.8466039
2019-02-28 13:00:00,3.6257222
2019-02-28 14:00:00,3.2098541
2019-02-28 15:00:00,2.5830317
2019-02-28 16:00:00,1.8707731
2019-02-28 17:00:00,1.2913997
2019-02-28 18:00:00,0.95202863
2019-02-28 19:00:00,0.7848187
2019-02-28 20:00:00,0.84752965
2019-02-28 21:00:00,0.75838864
2019-02-28 22:00:00,0.73268485
2019-02-28 23:00:00,0.7830248
2019-03-01 00:00:00,0.81220347
2019-03-01 01:00:00,0.7179506
2019-03-01 02:00:00,0.8486809
2019-03-01 03:00:00,0.7586185
2019-03-01 04:00:00,0.9443185
2019-03-01 05:00:00,0.9679331
2019-03-01 06:00:00,1.2090658
2019-03-01 07:00:00,2.0852237
2019-03-01 08:00:00,3.3599422
2019-03-01 09:00:00,3.7924812
2019-03-01 10:00:00,3.9327018
2019-03-01 11:00:00,3.519242
2019-03-01 12:00:00,3.3741996
2019-03-01 13:00:00,2.6626182
2019-03-01 14:00:00,2.4685524
2019-03-01 15:00:00,1.8824451
2019-03-01 16:00:00,1.4754435
2019-03-01 17:00:00,0.9864199
2019-03-01 18:00:00,0.78831536
2019-03-01 19:00:00,0.7734111
2019-03-01 20:00:00,0.8466993
2019-03-01 21:00:00,0.6517417
2019-03-01 22:00:00,0.89164925
2019-03-01 23:00:00,1.1192378
2019-03-02 00:00:00,0.85622615
2019-03-02 01:00:00,0.9559734
2019-03-02 02:00:00,0.9355491
2019-03-02 03:00:00,1.0513276
2019-03-02 04:00:00,0.988495
2019-03-02 05:00:00,1.2159026
2019-03-02 06:00:00,0.88855577
2019-03-02 07:00:00,0.9553541
2019-03-02 08:00:00,0.9806939
2019-03-02 09:00:00,0.6792828
2019-03-02 10:00:00,0.8296584
2019-03-02 11:00:00,0.6282579
2019-03-02 12:00:00,0.660787
2019-03-02 13:00:00,0.71436393
2019-03-02 14:00:00,0.59343344
2019-03-02 15:00:00,0.53482234
2019-03-02 16:00:00,0.64850146
2019-03-02 17:00:00,0.6213217
2019-03-02 18:00:00,0.769321
2019-03-02 19:00:00,0.89259446
2019-03-02 20:00:00,0.9743551
2019-03-02 21:00:00,1.0723922
2019-03-02 22:00:00,0.9054945
2019-03-02 23:00:00,0.98501134
2019-03-03 00:00:00,1.0680519
2019-03-03 01:00:00,0.95397145
2019-03-03 02:00:00,0.87724876
2019-03-03 03:00:00,1.0156527
2019-03-03 04:00:00,0.9677248
2019-03-03 05:00:00,0.95218813
2019-03-03 06:00:00,0.9840149
2019-03-03 07:00:00,1.1752868
2019-03-03 08:00:00,0.94807607
2019-03-03 09:00:00,0.76404864
2019-03-03 10:00:00,0.71755165
2019-03-03 11:00:00,0.63970095
2019-03-03 12:00:00,0.7503378
2019-03-03 13:00:00,0.6609441
2019-03-03 14:00:00,0.6792461
2019-03-03 15:00:00,0.5312852
2019-03-03 16:00:00,0.6800081
2019-03-03 17:00:00,0.6833361
2019-03-03 18:00:00,0.6525614
2019-03-03 19:00:00,0.7702051
2019-03-03 20:00:00,0.5937578
2019-03-03 21:00:00,0.9766731
2019-03-03 22:00:00,0.95362425
2019-03-03 23:00:00,0.9844906
2019-03-04 00:00:00,1.0616626
2019-03-04 01:00:00,0.90034103
2019-03-04 02:00:00,1.0318326
2019-03-04 03:00:00,0.94955224
2019-03-04 04:00:00,1.3135173
2019-03-04 05:00:00,1.5717354
2019-03-04 06:00:00,2.092402
2019-03-04 07:00:00,3.109827
2019-03-04 08:00:00,2.9856415
2019-03-04 09:00:00,3.4618366
2019-03-04 10:00:00,3.3868034
2019-03-04 11:00:00,3.1399899
2019-03-04 12:00:00,3.2129953
2019-03-04 13:00:00,3.5433133
2019-03-04 14:00:00,3.409028
2019-03-04 15:00:00,2.728642
2019-03-04 16:00:00,2.2437997
2019-03-04 17:00:00,1.5199023
2019-03-04 18:00:00,1.3704133
2019-03-04 19:00:00,1.0991306
2019-03-04 20:00:00,1.0915003
2019-03-04 21:00:00,0.9787807
2019-03-04 22:00:00,0.9031365
2019-03-04 23:00:00,0.9145635
2019-03-05 00:00:00,0.8171137
2019-03-05 01:00:00,0.84589106
2019-03-05 02:00:00,0.95629114
2019-03-05 03:00:00,0.95521945
2019-03-05 04:00:00,0.98930943
2019-03-05 05:00:00,1.1923211
2019-03-05 06:00:00,1.5008228
2019-03-05 07:00:00,1.820982
2019-03-05 08:00:00,2.377674
2019-03-05 09:00:00,2.7096362
2019-03-05 10:00:00,2.9947956
2019-03-05 11:00:00,2.9821544
2019-03-05 12:00:00,2.8407748
2019-03-05 13:00:00,2.6611004
2019-03-05 14:00:00,2.4378211
2019-03-05 15:00:00,1.8060397
2019-03-05 16:00:00,1.416029
2019-03-05 17:00:00,1.055497
2019-03-05 18:00:00,0.9117109
2019-03-05 19:00:00,0.8497084
2019-03-05 20:00:00,0.82741714
2019-03-05 21:00:00,0.8476757
2019-03-05 22:00:00,0.91361034
2019-03-05 23:00:00,0.91461736
